NodeName,Magnitude
span_71447,0.008954900849642166
span_71447,0.008954900849642162
span_71448,0.008917015499608287
span_71448,0.008917015499608287
span_71449,0.009387078378048088
span_71449,0.009387078378048084
span_197042,0.004318942621542329
span_197042,0.004318942621542329
span_71440,0.009032640664880808
span_71440,0.009032640664880808
span_71443,0.009053216677196987
span_71443,0.009053216677196987
span_71444,0.009053216677196985
span_71444,0.009053216677196987
span_71445,0.009053216677196989
span_71445,0.009053216677196989
span_71446,0.008954900849642164
span_71446,0.008954900849642162
span_71436,0.008225192066003039
span_71436,0.008225192066003039
span_71437,0.008031953657861546
span_71437,0.008031953657861546
span_71438,0.008031953657861546
span_71438,0.008031953657861544
span_71439,0.009032640664880806
span_71439,0.009032640664880806
span_71430,0.006105902370189429
span_71430,0.0061059023701894284
span_71431,0.007854193543440946
span_71431,0.007854193543440944
span_71432,0.00843229753387862
span_71432,0.00843229753387862
span_71433,0.008225192066003037
span_71433,0.008225192066003037
span_71434,0.008225192066003037
span_71434,0.008225192066003037
span_71435,0.008225192066003037
span_71435,0.008225192066003037
span_71426,0.007974220067101738
span_71426,0.007974220067101738
span_71427,0.00797422006710174
span_71427,0.007974220067101738
span_71429,0.006105902370189428
span_71429,0.006105902370189427
span_71422,0.0060701494000101296
span_71422,0.0060701494000101296
span_71423,0.0060701494000101296
span_71423,0.0060701494000101296
span_71424,0.006121759939132003
span_71424,0.006121759939132004
span_57126,0.009401566847073252
span_57126,0.009401566847073252
span_57127,0.009401566847073252
span_57127,0.009401566847073252
e77c_d1_12k,0.01008961223364304
e77c_d1_12k,0.010089612233643038
e77c_d1_12g,0.00990327614436533
e77c_d1_12g,0.00990327614436533
e77c_d1_12f,0.009629458211442368
e77c_d1_12f,0.009629458211442366
e77c_d1_12h,0.01010037061593819
e77c_d1_12h,0.010100370615938192
e77c_d1_12c,0.009936130272997465
e77c_d1_12c,0.009936130272997465
span_57128,0.009401566847073252
span_57128,0.009401566847073252
e77c_d1_12e,0.009730945652225768
e77c_d1_12e,0.009730945652225766
span_57129,0.010130516791768051
span_57129,0.010130516791768051
e77c_d1_12d,0.009719103618241062
e77c_d1_12d,0.009719103618241062
span_57137,0.007410001563703596
span_57137,0.007410001563703597
span_57138,0.00980464105517335
span_57138,0.009804641055173348
e77c_d1_12a,0.009659460062052056
e77c_d1_12a,0.009659460062052056
span_57135,0.010064668356073985
span_57135,0.010064668356073985
span_57136,0.00953723821669615
span_57136,0.009537238216696149
span_57134,0.010275373901590714
span_57134,0.010275373901590714
span_57131,0.010130516791768053
span_57131,0.010130516791768051
span_57132,0.010130516791768053
span_57132,0.010130516791768051
span_57130,0.010130516791768051
span_57130,0.010130516791768051
e72904800044692,0.0018859548507101707
e72904800044692,0.0018859548507101707
span_96713,0.004357260748613982
span_96713,0.0043572607486139815
e75_d1_9,0.0021166368369035524
e75_d1_9,0.002116636836903553
e75_d1_7,0.002154112938354754
e75_d1_7,0.0021541129383547534
e73a_d1_10,0.003785750888585753
e73a_d1_10,0.003785750888585752
e77_d1_96d_d1_v1a,0.009341480147618458
e77_d1_96d_d1_v1a,0.009341480147618458
span_96718,0.004620594525600813
span_96718,0.004620594525600814
span_96719,0.004573750938644863
span_96719,0.004573750938644865
span_96716,0.004938504252253431
span_96716,0.004938504252253431
span_96717,0.00493850425225343
span_96717,0.004938504252253431
span_96714,0.004325287208714604
span_96714,0.004325287208714605
span_96715,0.004325287208714604
span_96715,0.004325287208714605
e74a_d1_40_d1_v1a,0.002182133675449173
e74a_d1_40_d1_v1a,0.002182133675449173
span_96720,0.004858134353041306
span_96720,0.004858134353041306
span_96729,0.005615433960054325
span_96729,0.005615433960054325
span_96728,0.005441423620999476
span_96728,0.005441423620999477
e77_d1_96d_d1_v2a,0.00949243506298836
e77_d1_96d_d1_v2a,0.00949243506298836
span_96725,0.0053248814613033445
span_96725,0.005324881461303344
span_96726,0.009425479787431329
span_96726,0.009425479787431324
e70_d1_79a,0.003995727717701509
e70_d1_79a,0.003995727717701509
span_57173,0.007823987169397134
span_57173,0.007823987169397133
span_57174,0.0021017112929600603
span_57174,0.0021017112929600595
span_57171,0.009035234741912092
span_57171,0.009035234741912092
e79_d1_61_d1_v1,0.00993209454726944
e79_d1_61_d1_v1,0.00993209454726945
span_57170,0.009389176688446143
span_57170,0.009389176688446138
span_108817,0.00437296101772524
span_108817,0.00437296101772524
span_226099,0.0050144489328582086
span_226099,0.00501444893285821
span_59719,0.011485823717949165
span_59719,0.011485823717949172
span_59718,0.011246669306437775
span_59718,0.011246669306437772
span_59717,0.011485823717949166
span_59717,0.011485823717949172
span_59716,0.00979124156732836
span_59716,0.009791241567328352
span_59714,0.009791241567328366
span_59714,0.009791241567328378
e76a_d1_9b2,0.003575378279100112
e76a_d1_9b2,0.003575378279100112
span_59723,0.011827829459273987
span_59723,0.011827829459273981
span_59722,0.011495569492825954
span_59722,0.01149556949282595
span_59721,0.011495569492825954
span_59721,0.01149556949282595
span_59720,0.011395077064242979
span_59720,0.011395077064242979
span_59727,0.011550216555258019
span_59727,0.011550216555258019
span_59726,0.011550216555258019
span_59726,0.011550216555258019
span_59725,0.011827829459273987
span_59725,0.011827829459273981
span_59724,0.011827829459273987
span_59724,0.011827829459273981
span_59734,0.0039676338556631436
span_59734,0.0039676338556631436
span_76295,0.002519386767683744
span_76295,0.0025193867676837453
span_59733,0.0039676338556631436
span_59733,0.0039676338556631436
span_76296,0.0025179704261852893
span_76296,0.0025179704261852893
span_59732,0.0039676338556631436
span_59732,0.0039676338556631436
span_76293,0.002535969885716695
span_76293,0.0025359698857166956
span_76294,0.0025359698857166956
span_76294,0.0025359698857166956
span_59731,0.0039676338556631436
span_59731,0.0039676338556631436
span_223813,0.009590643819735458
span_223813,0.009590643819735458
span_76299,0.003984317593672099
span_76299,0.003984317593672099
span_59730,0.0039676338556631436
span_59730,0.003967633855663143
span_76298,0.0039843175936721
span_76298,0.003984317593672099
span_76291,0.002458683924317947
span_76291,0.002458683924317947
span_76292,0.0024836349239618196
span_76292,0.00248363492396182
span_76290,0.0024738780083164024
span_76290,0.0024738780083164024
span_59701,0.009438305330093495
span_59701,0.009438305330093497
span_76284,0.0020323682295844566
span_76284,0.002032368229584457
span_76285,0.0019637151686427053
span_76285,0.0019637151686427057
span_59700,0.009438305330093495
span_59700,0.009438305330093497
span_76282,0.002039637033544789
span_76282,0.0020396370335447893
span_76283,0.002036051003958647
span_76283,0.0020360510039586473
span_76289,0.002511315800117844
span_76289,0.0025113158001178445
e76c_d1_1,0.005085612231932616
e76c_d1_1,0.005085612231932614
span_76280,0.011308371289906836
span_76280,0.011308371289906843
span_76281,0.0113083712899068
span_76281,0.011308371289906806
e72_d1_55f,0.0046601392312797165
e72_d1_55f,0.004660139231279717
span_59709,0.009776958144519942
span_59709,0.009776958144519945
span_59708,0.010367488657330516
span_59708,0.010367488657330512
e76c_d1_2,0.005235006470424945
e76c_d1_2,0.005235006470424948
span_59707,0.009814856685783383
span_59707,0.009814856685783382
span_59706,0.00999654201416723
span_59706,0.00999654201416723
e76c_d1_4,0.005241867009279908
e76c_d1_4,0.005241867009279908
span_59705,0.009363874912417686
span_59705,0.009363874912417686
e76c_d1_7,0.005111649313044463
e76c_d1_7,0.005111649313044462
span_59704,0.009363874912417688
span_59704,0.009363874912417688
e76c_d1_6,0.005147927260532758
e76c_d1_6,0.005147927260532758
span_59703,0.009537171419164336
span_59703,0.009537171419164336
span_59711,0.009658815236310693
span_59711,0.009658815236310691
span_76271,0.003711675099450007
span_76271,0.0037116750994500066
span_59710,0.00965881523631069
span_59710,0.009658815236310687
span_76272,0.0037116750994500057
span_76272,0.0037116750994500053
span_76277,0.0021020290697639707
span_76277,0.0021020290697639707
span_76278,0.0021243823673551395
span_76278,0.0021243823673551395
span_76275,0.0021395133728507733
span_76275,0.002139513372850773
e75_d1_13a,0.0021085501721253264
e75_d1_13a,0.0021085501721253273
span_76276,0.0021395133728507733
span_76276,0.002139513372850773
span_76270,0.0037116750994500066
span_76270,0.003711675099450006
span_121830,0.00171204721163182
span_121830,0.00171204721163182
span_58436,0.008213738547386674
span_58436,0.008213738547386676
span_58435,0.007745684249482779
span_58435,0.007745684249482779
span_208241,0.0021281182101873753
span_208241,0.0021281182101873784
span_208242,0.0021281182101873753
span_208242,0.0021281182101873784
span_208240,0.0021281182101873753
span_208240,0.0021281182101873784
e72_d1_50a,0.004432286462471799
e72_d1_50a,0.004432286462471799
e72_d1_50d,0.0043293978937973265
e72_d1_50d,0.0043293978937973265
span_59735,0.003837511056632579
span_59735,0.0038375110566325793
span_59745,0.00221726642225679
span_59745,0.00221726642225679
span_59744,0.002178377004866498
span_59744,0.0021783770048664983
e70b_d1_5,0.0030537629813896633
e70b_d1_5,0.0030537629813896638
span_59743,0.002178377004866498
span_59743,0.0021783770048664983
e70b_d1_3,0.0030709884913676876
e70b_d1_3,0.0030709884913676876
e70b_d1_1,0.0020704507005361145
e70b_d1_1,0.0020704507005361145
span_59749,0.0021085501721253264
span_59749,0.0021085501721253273
span_59748,0.002178377004866498
span_59748,0.0021783770048664983
span_59747,0.0021783770048664983
span_59747,0.0021783770048664987
span_59746,0.0022172664222567906
